ID,CompanyName,CIK
156634984720620,Adobe Inc (ADBE),0000796343
121225646863431,Caterpillar Inc (CAT),0000018230
104511101460128,Dell Inc (DELL),0001571996
138467668512053,Intel Corporation (INTC),0000050863
52806791651458,Micron Technology Inc (MU),0000723125
234914270196118,Nvidia Corporation (NVDA),0001045810
233498889769235,The Procter & Gamble Company (PG),0000080424 
87996289823636,Atlassian Corporation (TEAM),0001650372
275848207963494,Waste Management Inc (WM),0000823768
