ticker,date,forward_return,z_sentiment,mkt_rf,rf,smb_3,hml_3,smb_5,hml_5,rmw,cma,mom
ADBE,2018-02-15,0.09464448607944664,-0.264419730119335,1.22,0.01,-0.14,-0.63,-0.17,-0.63,0.21,-0.33,0.28
ADBE,2018-02-16,0.13985911283418906,-0.264419730119335,0.03,0.01,0.35,0.15,0.36,0.15,0.04,0.08,-0.15
ADBE,2018-02-20,0.11759784647949934,-0.2646428958682774,-0.62,0.01,-0.36,-0.24,-0.3,-0.24,-0.27,-0.53,0.31
ADBE,2018-02-21,0.0911970323546134,-0.2646428958682774,-0.44,0.01,0.79,0.23,0.82,0.23,0.1,-0.28,0.79
ADBE,2018-02-22,0.06125069653385773,-0.264865583746237,0.01,0.01,0.05,-0.41,-0.05,-0.41,0.1,0.48,0.18
ADBE,2018-02-23,0.09139886367348327,-0.2650877952864897,1.54,0.01,-0.38,-0.14,-0.37,-0.14,-0.17,-0.14,0.04
ADBE,2018-02-26,0.007777559287032165,-0.2650877952864897,1.12,0.01,-0.5,-0.06,-0.47,-0.06,-0.18,-0.25,0.1
ADBE,2018-02-28,0.033232901955588146,-0.2650877952864897,-1.11,0.01,-0.42,-0.31,-0.43,-0.31,0.22,-0.27,0.53
ADBE,2018-03-01,0.030335388230017468,-0.2650877952864897,-1.19,0.01,1.0,-0.03,0.95,-0.03,-0.25,0.04,-0.85
ADBE,2018-03-02,0.02926736062798807,-0.2650877952864897,0.7,0.01,1.18,-0.48,1.11,-0.48,-0.45,-0.39,-0.17
ADBE,2018-03-12,0.012175262114969998,-0.2650877952864897,-0.09,0.01,0.47,-0.08,0.44,-0.08,-0.31,-0.24,-0.52
ADBE,2018-03-13,0.03276307056336081,-0.2650877952864897,-0.67,0.01,0.08,0.03,0.09,0.03,0.45,0.05,-0.06
ADBE,2018-03-14,0.025727866024424673,-0.2650877952864897,-0.53,0.01,0.23,-0.57,0.14,-0.57,-0.13,-0.43,0.34
ADBE,2018-03-15,0.03495229737259087,-0.20621356244599434,-0.17,0.01,-0.39,0.31,-0.39,0.31,0.12,-0.13,0.27
ADBE,2018-03-16,0.02487253617577756,-0.20621356244599434,0.25,0.01,0.46,0.17,0.47,0.17,0.07,0.32,-0.43
ADBE,2018-03-19,0.040147689809095555,-0.22113024356404054,-1.37,0.01,0.35,0.41,0.42,0.41,0.3,0.1,0.46
ADBE,2018-03-20,-0.00927096793389559,-0.22113024356404054,0.14,0.01,-0.07,-0.36,-0.12,-0.36,-0.04,-0.12,1.3
ADBE,2018-03-21,-0.007097203293073284,-0.22113024356404054,-0.07,0.01,0.74,0.44,0.69,0.44,-1.12,0.82,-0.31
ADBE,2018-03-22,0.021676032499033493,-0.22113024356404054,-2.54,0.01,0.51,-0.49,0.4,-0.49,0.22,0.04,-0.95
ADBE,2018-03-23,0.013347572598644497,-0.22113024356404054,-2.1,0.01,0.21,-0.23,0.1,-0.23,0.09,0.75,-0.33
ADBE,2018-03-26,-0.05063123564926608,-0.2213995188641674,2.67,0.01,-0.68,0.03,-0.63,0.03,-0.02,-0.6,1.28
ADBE,2018-03-27,0.03793264964728871,-0.22166821817434745,-1.87,0.01,-0.21,0.37,-0.22,0.37,0.81,0.55,-1.83
ADBE,2018-03-28,0.04403877343569218,-0.25495951433971853,-0.35,0.01,0.13,0.64,0.19,0.64,0.77,0.05,-1.2
ADBE,2018-03-29,0.0255461135953563,-0.25495951433971853,1.41,0.01,-0.31,-0.22,-0.31,-0.22,-0.36,-0.15,0.56
ADBE,2018-04-02,0.05558697531379786,-0.2385193279179346,-2.3,0.01,-0.13,0.38,-0.07,0.38,0.14,-0.1,-0.17
ADBE,2018-04-03,0.02394300747046829,-0.22826124910671547,1.25,0.01,-0.04,0.18,-0.02,0.18,0.25,0.16,-0.16
ADBE,2018-04-05,0.02223316350529503,-0.22826124910671547,0.75,0.01,0.02,0.46,0.05,0.46,0.11,0.26,-0.38
ADBE,2018-04-06,0.05663055143062046,-0.23150467485532497,-2.19,0.01,0.4,-0.06,0.37,-0.06,0.13,0.01,-0.57
ADBE,2018-04-11,0.07834364186886633,-0.23176479211425402,-0.49,0.01,0.92,-0.3,0.79,-0.3,-0.65,0.28,-0.53
ADBE,2018-04-12,0.06573844610321689,-0.23176479211425402,0.84,0.01,-0.23,0.19,-0.16,0.19,-0.22,0.02,1.26
ADBE,2018-04-13,0.06386681118681858,-0.23176479211425402,-0.37,0.01,0.03,-0.25,-0.11,-0.25,-0.08,0.18,-0.83
ADBE,2018-04-16,0.04449938919712504,-0.23176479211425402,0.82,0.01,0.07,-0.02,0.14,-0.02,0.82,0.04,0.0
ADBE,2018-04-19,0.045997721840354,-0.23176479211425402,-0.49,0.01,-0.47,1.08,-0.3,1.08,-0.48,0.1,0.63
ADBE,2018-04-20,0.05709465590801477,-0.23176479211425402,-0.81,0.01,0.06,0.58,0.11,0.58,-0.55,0.3,0.05
ADBE,2018-04-23,0.05987567710452257,-0.23176479211425402,-0.05,0.01,-0.08,0.19,-0.06,0.19,0.3,0.07,-0.29
ADBE,2018-04-24,0.11941807492472334,-0.23124399518070096,-1.3,0.01,0.53,1.02,0.64,1.02,0.04,0.2,-1.03
ADBE,2018-04-25,0.12805993757742784,-0.23150467485532497,0.11,0.01,-0.34,0.06,-0.28,0.06,0.41,0.21,-0.59
ADBE,2018-04-26,0.09756204560047532,-0.23150467485532497,0.95,0.01,-0.39,-0.85,-0.56,-0.85,-0.58,-0.51,0.97
ADBE,2018-04-27,0.09143762552056267,-0.23176479211425402,0.01,0.01,-0.26,0.04,-0.26,0.04,0.53,0.11,0.3
ADBE,2018-04-30,0.11642593448718963,-0.23176479211425402,-0.81,0.01,0.03,-0.09,-0.07,-0.09,-0.4,-0.03,0.22
ADBE,2018-05-01,0.11245982123492548,-0.23176479211425402,0.25,0.01,0.23,-0.53,0.25,-0.53,-0.02,-1.02,0.43
ADBE,2018-05-02,0.13663496436510392,-0.23176479211425402,-0.62,0.01,1.29,-0.35,1.25,-0.35,0.04,-0.04,0.4
ADBE,2018-05-03,0.12072547187661087,-0.23176479211425402,-0.25,0.01,-0.52,-0.15,-0.61,-0.15,0.04,-0.12,0.89
ADBE,2018-05-08,0.05520974199791784,-0.23176479211425402,0.07,0.01,0.49,0.23,0.5,0.23,-0.29,0.08,0.47
ADBE,2018-05-10,0.04084597285017488,-0.23176479211425402,0.85,0.01,-0.43,-0.04,-0.38,-0.04,0.24,-0.31,-0.16
ADBE,2018-05-11,0.04427811823580452,-0.23176479211425402,0.19,0.01,0.12,-0.38,0.13,-0.38,0.26,0.12,0.15
ADBE,2018-05-15,0.09087066544957523,-0.23202434877564224,-0.55,0.01,0.67,0.4,0.7,0.4,-0.07,0.42,-0.1
ADBE,2018-05-16,0.06078608185547485,-0.23202434877564224,0.5,0.01,0.7,-0.25,0.69,-0.25,0.36,0.1,-0.03
ADBE,2018-05-17,0.07954399768795684,-0.23228334664981545,0.01,0.01,0.9,0.29,0.87,0.29,-0.38,0.3,0.19
ADBE,2018-05-18,0.05733130062256686,-0.23228334664981545,-0.23,0.01,0.57,-0.62,0.46,-0.62,0.14,-0.22,0.63
ADBE,2018-05-21,0.055186892283974665,-0.23279967323892972,0.72,0.01,-0.19,0.44,-0.18,0.44,0.15,0.11,0.24
ADBE,2018-05-22,0.042045348746634126,-0.23305700553575762,-0.42,0.01,-0.76,0.61,-0.65,0.61,-0.3,-0.37,-0.23
ADBE,2018-05-23,-0.0011479593911398744,-0.23331378620922685,0.29,0.01,0.05,-0.69,-0.06,-0.69,0.0,-0.33,0.4
ADBE,2018-05-25,-0.0053785415163613015,-0.23357001703114685,-0.22,0.01,0.25,-0.39,0.24,-0.39,0.59,-0.53,-0.6
ADBE,2018-05-29,-0.018621783393871216,-0.23357001703114685,-1.03,0.01,1.32,-1.02,1.11,-1.02,0.17,-0.02,-0.1
ADBE,2018-05-30,-0.03067904820186207,-0.23357001703114685,1.31,0.01,0.04,0.36,0.03,0.36,-0.74,0.19,0.28
ADBE,2018-05-31,-0.021943201410017932,-0.23357001703114685,-0.7,0.01,0.07,-0.43,0.05,-0.43,-0.5,-0.17,0.41
ADBE,2018-06-01,-0.03203216398058706,-0.23357001703114685,1.06,0.01,-0.23,-0.1,-0.21,-0.1,-0.07,-0.2,0.59
ADBE,2018-06-04,-0.04472251517657466,-0.23382569976574727,0.48,0.01,0.17,-0.45,0.17,-0.45,1.08,-0.32,0.14
ADBE,2018-06-05,-0.03371588593333463,-0.2340808361697182,0.16,0.01,0.82,-0.44,0.78,-0.44,0.2,0.08,0.35
ADBE,2018-06-08,-0.010270298802202427,-0.2340808361697182,0.31,0.01,0.08,-0.4,0.04,-0.4,0.24,-0.2,-0.1
ADBE,2018-06-12,0.009026480907212697,-0.234589476975076,0.23,0.01,0.23,-0.63,0.18,-0.63,0.1,-0.17,0.12
ADBE,2018-06-13,0.009604464171246274,-0.234589476975076,-0.33,0.01,0.08,-0.2,0.02,-0.2,-0.58,-0.18,0.23
ADBE,2018-06-14,-0.013250729743736311,-0.20841537906943677,0.28,0.01,0.32,-1.01,0.2,-1.01,-0.02,-0.61,-0.2
ADBE,2018-06-15,0.0257723375649781,-0.20868804985871758,-0.07,0.01,0.04,-0.25,0.11,-0.25,0.69,-0.16,-0.9
ADBE,2018-06-18,0.01599591809940981,-0.20868804985871758,-0.09,0.01,0.72,0.08,0.74,0.08,-0.44,0.04,0.78
ADBE,2018-06-19,0.02359572198697868,-0.20868804985871758,-0.38,0.01,0.57,-0.14,0.52,-0.14,-0.24,-0.37,-0.67
ADBE,2018-06-20,0.025075636499017673,-0.20868804985871758,0.23,0.01,0.73,-0.51,0.65,-0.51,-0.17,0.09,0.32
ADBE,2018-06-21,0.04276011458165141,-0.20868804985871758,-0.73,0.01,-0.63,0.33,-0.56,0.33,0.5,0.09,-0.33
ADBE,2018-06-22,0.05688948435653174,-0.25449860289824483,0.11,0.01,0.0,0.46,-0.07,0.46,-0.52,0.91,-0.63
ADBE,2018-06-25,0.09800576380911541,-0.25449860289824483,-1.48,0.01,-0.54,0.57,-0.46,0.57,0.65,0.17,-1.14
ADBE,2018-06-26,0.08123835985874606,-0.24757368953366438,0.27,0.01,0.63,-0.24,0.51,-0.24,-0.51,0.06,0.44
ADBE,2018-06-27,0.07207171579721261,-0.2798425209882505,-1.02,0.01,-0.99,0.36,-1.01,0.36,-0.07,0.52,-0.34
ADBE,2018-06-28,0.010466660235930014,-0.24852935698312878,0.58,0.01,-0.18,-0.51,-0.2,-0.51,-0.2,-0.58,0.49
ADBE,2018-07-02,0.019526433064465554,-0.24852935698312878,0.36,0.01,0.44,-0.25,0.45,-0.25,-0.08,-0.54,0.57
ADBE,2018-07-03,0.04218836802452297,-0.24852935698312878,-0.44,0.01,0.8,-0.02,0.75,-0.02,-0.29,0.45,-0.64
ADBE,2018-07-05,0.03726761559698488,-0.24852935698312878,0.87,0.01,0.43,-0.43,0.39,-0.43,0.34,-0.17,-0.32
ADBE,2018-07-06,0.02385268588867895,-0.24852935698312878,0.88,0.01,0.05,-0.3,-0.02,-0.3,-0.26,-0.15,0.1
ADBE,2018-07-09,0.01449331407000587,-0.24852935698312878,0.93,0.01,-0.4,0.86,-0.29,0.86,0.01,-0.21,0.48
ADBE,2018-07-10,0.02091459938913287,-0.24852935698312878,0.21,0.01,-0.78,-0.17,-0.83,-0.17,0.11,0.29,-0.2
ADBE,2018-07-11,0.022892181389442712,-0.25796105958053506,-0.7,0.01,-0.02,-0.46,-0.06,-0.46,-0.13,-0.33,0.02
ADBE,2018-07-12,-0.004590568491231628,-0.2581896775936362,0.85,0.01,-0.35,-1.15,-0.44,-1.15,-0.03,-0.47,0.54
ADBE,2018-07-13,-0.019528996184211,-0.25887261930156263,0.08,0.01,-0.12,-0.29,-0.18,-0.29,0.33,0.18,0.2
ADBE,2018-07-16,0.005379280495470873,-0.25887261930156263,-0.16,0.01,-0.77,0.97,-0.61,0.97,-0.21,-0.14,0.38
ADBE,2018-07-17,-0.030157536912080896,-0.25887261930156263,0.48,0.01,0.26,-0.75,0.17,-0.75,0.13,-0.23,0.41
ADBE,2018-07-19,-0.04649175748236134,-0.25887261930156263,-0.34,0.01,0.96,-0.37,0.92,-0.37,0.22,0.05,-0.08
ADBE,2018-07-23,-0.03071646503721992,-0.25909930090769306,0.16,0.01,-0.3,0.55,-0.19,0.55,-0.21,-0.2,0.38
ADBE,2018-07-24,-0.007573098070597806,-0.25909930090769306,0.22,0.01,-1.36,0.4,-1.32,0.4,0.49,0.08,-0.37
ADBE,2018-07-25,-0.02344497136041923,-0.25909930090769306,0.83,0.01,-0.44,-1.05,-0.59,-1.05,0.07,-0.33,1.13
ADBE,2018-07-26,-0.0016034166452869592,-0.25909930090769306,-0.21,0.01,0.65,0.57,0.77,0.57,-0.04,0.6,-0.99
ADBE,2018-07-27,0.029786885956644138,-0.25796105958053506,-0.82,0.01,-1.38,1.07,-1.21,1.07,0.51,0.5,-1.33
ADBE,2018-07-30,0.08550677036329168,-0.25796105958053506,-0.7,0.01,-0.21,1.58,0.02,1.58,0.31,1.03,-1.43
ADBE,2018-07-31,0.09677944002213112,-0.25796105958053506,0.51,0.01,0.84,-1.11,0.72,-1.11,0.28,0.24,0.08
ADBE,2018-08-02,0.0447625425829834,-0.25796105958053506,0.67,0.01,0.34,-0.65,0.21,-0.65,-0.04,-0.56,0.84
ADBE,2018-08-07,0.025099651231978992,-0.2577319535887507,0.29,0.01,0.03,-0.16,-0.02,-0.16,-0.32,-0.15,0.29
ADBE,2018-08-10,0.05242413563950965,-0.2577319535887507,-0.6,0.01,0.4,-0.21,0.31,-0.21,-0.27,0.23,0.73
ADBE,2018-08-13,0.05620421091794858,-0.2577319535887507,-0.46,0.01,-0.14,-0.29,-0.21,-0.29,0.31,0.02,-0.01
ADBE,2018-08-14,0.048701432592083815,-0.2577319535887507,0.69,0.01,0.3,0.22,0.32,0.22,0.35,0.2,0.39
ADBE,2018-08-15,0.096479314053733,-0.25727227140630404,-0.91,0.01,-0.53,-0.13,-0.51,-0.13,0.63,-0.11,-1.11
ADBE,2018-08-16,0.07778536967265848,-0.25727227140630404,0.86,0.01,-0.06,0.26,-0.03,0.26,-0.09,0.4,-0.38
ADBE,2018-08-17,0.10211645058329011,-0.25727227140630404,0.3,0.01,0.09,0.01,0.13,0.01,0.22,0.16,-0.34
ADBE,2018-08-20,0.060538159467179,-0.25727227140630404,0.25,0.01,0.12,0.14,0.15,0.14,0.1,0.14,0.15
ADBE,2018-08-21,0.05900594965364059,-0.25750235805424876,0.33,0.01,0.9,0.13,0.91,0.13,-0.24,-0.26,0.15
ADBE,2018-08-22,0.02089697009070668,-0.25750235805424876,0.05,0.01,0.36,-0.35,0.28,-0.35,-0.5,-0.27,0.97
ADBE,2018-08-23,0.027587534388679558,-0.25750235805424876,-0.19,0.01,-0.05,-0.33,-0.1,-0.33,-0.01,-0.18,0.63
ADBE,2018-08-24,0.024205523061770373,-0.25750235805424876,0.62,0.01,-0.02,-0.58,-0.08,-0.58,-0.31,-0.19,0.29
ADBE,2018-08-29,0.0059249774268161914,-0.25750235805424876,0.56,0.01,-0.05,-0.58,-0.14,-0.58,-0.14,-0.28,0.44
ADBE,2018-08-30,0.03400517136829584,-0.25750235805424876,-0.41,0.01,0.29,-0.41,0.23,-0.41,-0.23,-0.12,0.28
ADBE,2018-08-31,0.0322188528698637,-0.25750235805424876,0.08,0.01,0.5,-0.38,0.46,-0.38,0.16,-0.14,0.28
ADBE,2018-09-04,0.014361846389054467,-0.25750235805424876,-0.11,0.01,-0.37,0.01,-0.33,0.01,-0.05,-0.15,0.72
ADBE,2018-09-07,-0.02368993288402177,-0.25750235805424876,-0.18,0.01,0.11,-0.22,0.08,-0.22,0.03,0.03,-0.24
ADBE,2018-09-10,-0.042242874708302236,-0.25750235805424876,0.23,0.01,0.12,-0.37,0.08,-0.37,0.08,-0.21,0.03
ADBE,2018-09-11,-0.10895129714565777,-0.24636758190049793,0.37,0.01,-0.3,-0.24,-0.35,-0.24,-0.12,-0.42,0.82
ADBE,2018-09-12,-0.109040708298618,-0.24636758190049793,0.03,0.01,-0.06,-0.23,-0.12,-0.23,0.05,0.55,-0.83
ADBE,2018-09-13,-0.07317888686299578,-0.21207096340728265,0.45,0.01,-0.43,-0.4,-0.48,-0.4,0.05,-0.04,0.18
ADBE,2018-09-14,-0.13353237325189682,-0.21207096340728265,0.12,0.01,0.27,0.26,0.32,0.26,-0.13,-0.04,-0.16
ADBE,2018-09-18,-0.043871651493528785,-0.21207096340728265,0.57,0.01,0.04,-0.48,0.02,-0.48,-0.23,-0.23,0.36
ADBE,2018-09-19,-0.05485502307252377,-0.21207096340728265,0.05,0.01,-0.67,1.29,-0.51,1.29,-0.45,-0.04,-1.17
ADBE,2018-09-20,-0.0800105048118982,-0.23096205313822268,0.77,0.01,0.3,-0.22,0.29,-0.22,0.06,-0.08,-0.2
ADBE,2018-09-21,-0.037641855030744464,-0.23147844484921482,-0.13,0.01,-0.42,0.3,-0.43,0.3,0.22,0.66,-0.34
ADBE,2018-09-24,-0.046688636457395516,-0.23147844484921482,-0.31,0.01,0.05,-0.89,-0.05,-0.89,-0.47,-0.28,1.33
ADBE,2018-09-25,-0.10976700380250581,-0.23147844484921482,-0.05,0.01,0.27,-0.38,0.19,-0.38,-0.34,-0.06,1.26
ADBE,2018-09-26,-0.0579208216227276,-0.2670586802803596,-0.4,0.01,-0.38,-0.62,-0.48,-0.62,0.5,0.12,0.13
ADBE,2018-09-28,-0.11187260915502428,-0.2670586802803596,-0.03,0.01,0.4,-0.2,0.34,-0.2,0.12,0.19,0.28
ADBE,2018-10-01,-0.13459649310931254,-0.2670586802803596,0.16,0.01,-1.64,0.34,-1.63,0.34,-0.1,0.03,-0.12
ADBE,2018-10-02,-0.09647060843075028,-0.2670586802803596,-0.21,0.01,-0.98,0.59,-0.93,0.59,0.12,0.35,-1.09
ADBE,2018-10-03,-0.09326830828991461,-0.2670586802803596,0.2,0.01,0.85,0.51,0.89,0.51,-0.38,-0.22,0.13
ADBE,2018-10-04,-0.09127447895553065,-0.2670586802803596,-0.93,0.01,-1.05,1.59,-0.79,1.59,0.11,0.77,-0.84
ADBE,2018-10-08,-0.055479228659802704,-0.2670586802803596,-0.18,0.01,-0.4,1.23,-0.23,1.23,0.5,0.64,-1.25
ADBE,2018-10-09,-0.0028722496687505483,-0.2670586802803596,-0.18,0.01,-0.29,0.29,-0.4,0.29,-0.51,0.2,0.45
ADBE,2018-10-10,0.05064941728499894,-0.2670586802803596,-3.33,0.01,0.29,1.09,0.41,1.09,0.23,0.82,-1.58
ADBE,2018-10-11,0.026195566016727456,-0.2670586802803596,-1.96,0.01,0.45,-0.93,0.37,-0.93,0.45,-0.57,0.43
ADBE,2018-10-15,0.0030671442509828672,-0.2340276512871991,-0.48,0.01,0.91,0.52,0.99,0.52,0.37,0.52,-0.97
ADBE,2018-10-16,-0.09763306439575092,-0.2340276512871991,2.25,0.01,0.68,-1.44,0.57,-1.44,-0.22,-0.68,1.0
ADBE,2018-10-17,-0.07323010484604897,-0.2340276512871991,-0.09,0.01,-0.67,0.25,-0.61,0.25,-0.25,0.16,-0.16
ADBE,2018-10-18,-0.04577593942270031,-0.2340276512871991,-1.54,0.01,-0.53,0.42,-0.52,0.42,-0.37,0.37,-0.14
ADBE,2018-10-19,-0.10341589382577943,-0.2340276512871991,-0.24,0.01,-1.32,0.71,-1.26,0.71,0.44,0.58,-0.56
ADBE,2018-10-22,-0.12479089514745467,-0.252605474350914,-0.38,0.01,0.48,-1.26,0.35,-1.26,1.11,-0.15,1.26
ADBE,2018-10-23,-0.1023991076493167,-0.252605474350914,-0.62,0.01,-0.09,-0.41,-0.18,-0.41,0.1,-0.09,-0.37
ADBE,2018-10-25,-0.08287202121944226,-0.252605474350914,1.93,0.01,0.41,-0.6,0.31,-0.6,-0.17,-1.08,1.02
ADBE,2018-10-29,0.03945779651248049,-0.252605474350914,-0.76,0.01,-0.31,1.61,-0.09,1.61,-0.02,0.99,-1.13
ADBE,2018-10-30,0.04479674724940508,-0.252605474350914,1.66,0.01,0.42,0.08,0.46,0.08,0.35,0.33,0.04
ADBE,2018-10-31,0.020874043772286077,-0.252605474350914,1.21,0.01,-0.66,-0.74,-0.71,-0.74,-0.39,-1.0,0.8
ADBE,2018-11-01,0.04068817586924034,-0.252605474350914,1.29,0.01,1.33,-1.13,1.2,-1.13,-0.24,-0.53,-0.98
ADBE,2018-11-02,0.02578871620059453,-0.252605474350914,-0.53,0.01,0.8,0.67,0.85,0.67,-0.46,0.21,-0.08
ADBE,2018-11-05,0.044770542834173366,-0.252605474350914,0.4,0.01,-1.01,1.57,-0.88,1.57,-0.51,0.78,-0.13
ADBE,2018-11-06,-0.01064182567581795,-0.252605474350914,0.57,0.01,-0.15,0.03,-0.14,0.03,0.29,0.21,-0.15
ADBE,2018-11-08,-0.01848299828726263,-0.252605474350914,-0.28,0.01,-0.23,0.25,-0.15,0.25,0.4,0.32,0.39
ADBE,2018-11-09,0.002899880430023094,-0.252605474350914,-1.04,0.01,-0.87,0.41,-0.85,0.41,0.63,0.69,0.04
ADBE,2018-11-12,0.048210604429736126,-0.2521368313274175,-2.06,0.01,0.02,0.84,0.1,0.84,0.53,0.93,-0.2
ADBE,2018-11-13,-0.0366088853651062,-0.25237140211736975,-0.13,0.01,-0.11,0.16,-0.05,0.16,0.2,-0.3,-0.87
ADBE,2018-11-14,-0.058838518264034745,-0.252605474350914,-0.78,0.01,0.02,-0.29,0.03,-0.29,0.6,0.12,-0.68
ADBE,2018-11-15,-0.05738697415124849,-0.252605474350914,1.18,0.01,0.36,-0.4,0.31,-0.4,-0.84,-0.72,0.54
ADBE,2018-11-16,-0.05960904822113333,-0.252605474350914,0.15,0.01,0.01,-0.05,-0.02,-0.05,-0.77,0.2,0.06
ADBE,2018-11-20,-0.04974283387933176,-0.25237140211736975,-1.85,0.01,0.14,-0.54,0.03,-0.54,-0.33,-0.27,-0.74
ADBE,2018-11-21,-0.09213201371386903,-0.25237140211736975,0.51,0.01,0.98,-0.33,0.94,-0.33,-0.34,-0.01,-0.18
ADBE,2018-11-23,-0.011571203398659247,-0.25237140211736975,-0.55,0.01,0.83,-0.61,0.76,-0.61,0.3,-0.04,0.06
ADBE,2018-11-26,-0.029401651693481523,-0.252605474350914,1.62,0.01,-0.66,-0.2,-0.69,-0.2,-0.41,-0.76,0.1
ADBE,2018-11-28,-0.09217126360048755,-0.252605474350914,2.42,0.01,0.44,-1.16,0.3,-1.16,0.08,-0.96,1.0
ADBE,2018-11-29,-0.09843827280968165,-0.252605474350914,-0.22,0.01,-0.11,-0.1,-0.2,-0.1,-0.48,0.03,0.29
ADBE,2018-11-30,-0.14026068207985398,-0.252605474350914,0.79,0.01,-0.32,-0.44,-0.37,-0.44,0.25,-0.22,-0.28
ADBE,2018-12-03,-0.11388385446608318,-0.252605474350914,1.13,0.01,-0.07,-0.79,-0.12,-0.79,-0.26,-0.59,0.23
ADBE,2018-12-04,-0.06736641576753899,-0.252605474350914,-3.46,0.01,-0.97,-0.22,-1.04,-0.22,-0.11,0.96,0.69
ADBE,2018-12-06,-0.07161956612267617,-0.252605474350914,-0.16,0.01,0.13,-1.06,-0.06,-1.06,0.14,-0.31,0.53
ADBE,2018-12-07,-0.010798350101759446,-0.25283904961580955,-2.36,0.01,0.2,1.33,0.27,1.33,-0.48,0.63,-0.55
ADBE,2018-12-10,-0.02589205686529239,-0.25283904961580955,0.1,0.01,-0.12,-1.64,-0.37,-1.64,0.29,-0.29,0.78
ADBE,2018-12-11,-0.03175182767755558,-0.25283904961580955,-0.08,0.01,-0.04,-0.4,-0.15,-0.4,0.16,-0.06,0.73
ADBE,2018-12-12,-0.04475669051752185,-0.2533047155570526,0.68,0.01,0.57,-0.18,0.5,-0.18,-0.23,-0.1,-0.07
ADBE,2018-12-13,-0.023057083112239418,-0.2426650022228306,-0.26,0.01,-1.5,-0.19,-1.55,-0.19,0.21,0.07,0.51
ADBE,2018-12-14,0.05195650847061817,-0.25679960259217194,-1.89,0.01,-0.06,0.5,0.1,0.5,-0.22,0.62,-0.53
ADBE,2018-12-17,0.10398404781794768,-0.25679960259217194,-2.13,0.01,-0.27,1.07,-0.11,1.07,0.28,0.2,-1.01
ADBE,2018-12-18,0.09430543161096594,-0.2570270354386317,-0.03,0.01,0.03,-0.6,-0.03,-0.6,0.91,-0.46,0.28
ADBE,2018-12-19,0.08546633754140376,-0.2570270354386317,-1.58,0.01,-0.61,0.03,-0.59,0.03,-0.38,0.43,0.65
ADBE,2018-12-24,0.19394615215383504,-0.2570270354386317,-2.55,0.01,1.0,-0.5,0.92,-0.5,-0.33,-0.35,-0.21
ADBE,2018-12-31,0.09538543717771764,-0.2570270354386317,0.9,0.01,-0.09,-0.45,-0.13,-0.45,-0.09,-0.12,0.63
ADBE,2019-01-07,0.10943911802253647,-0.2570270354386317,0.94,0.01,0.99,-0.75,0.86,-0.75,-0.72,-0.44,-0.74
ADBE,2019-01-08,0.09051063039497365,-0.2570270354386317,1.01,0.01,0.52,-0.64,0.44,-0.64,0.34,-0.12,0.14
ADBE,2019-01-09,0.09161962364720266,-0.2570270354386317,0.52,0.01,0.46,0.11,0.5,0.11,0.08,-0.2,-0.81
ADBE,2019-01-10,0.08672250496470557,-0.2570270354386317,0.4,0.01,0.03,-0.46,-0.01,-0.46,-0.06,-0.06,-0.39
ADBE,2019-01-11,0.10027359191504503,-0.2570270354386317,0.0,0.01,0.12,0.22,0.2,0.22,0.23,0.23,-0.2
ADBE,2019-01-14,0.10943900790808092,-0.2570270354386317,-0.6,0.01,-0.6,0.95,-0.45,0.95,0.23,0.0,-0.57
ADBE,2019-01-15,0.07336199865204374,-0.2570270354386317,1.05,0.01,0.0,-0.88,-0.14,-0.88,-0.29,-0.59,1.15
ADBE,2019-01-17,0.05486908345746189,-0.2570270354386317,0.78,0.01,0.11,-0.25,0.09,-0.25,0.06,-0.02,-0.21
ADBE,2019-01-18,0.042786197857505925,-0.2570270354386317,1.3,0.01,-0.37,0.11,-0.29,0.11,0.2,-0.24,-0.83
ADBE,2019-01-22,0.05704327789192054,-0.2570270354386317,-1.52,0.01,-0.39,0.31,-0.35,0.31,0.26,0.35,0.94
ADBE,2019-01-23,0.05613116807169649,-0.2011909853556533,0.16,0.01,-0.38,-0.15,-0.41,-0.15,0.35,0.27,0.98
ADBE,2019-01-24,0.06621041276484285,-0.21585393629634375,0.23,0.01,0.43,0.0,0.47,0.0,-0.15,-0.22,-1.02
ADBE,2019-01-25,0.06642173698780973,-0.25103975294166536,0.9,0.01,0.46,-0.35,0.41,-0.35,-0.36,-0.57,-1.37
ADBE,2019-01-28,0.08703736721825428,-0.25103975294166536,-0.8,0.01,-0.17,0.63,-0.08,0.63,0.29,0.17,-0.09
ADBE,2019-01-29,0.1016913387882099,-0.25103975294166536,-0.19,0.01,-0.01,0.18,0.02,0.18,0.03,0.49,-0.26
ADBE,2019-01-30,0.08793840094655181,-0.25103975294166536,1.51,0.01,-0.15,-0.95,-0.35,-0.95,-0.22,-0.9,0.09
ADBE,2019-02-01,0.040423638946636586,-0.2505771357789495,0.13,0.01,-0.12,0.43,-0.15,0.43,-0.78,0.29,-0.54
ADBE,2019-02-04,0.006516402479094907,-0.2501125829795696,0.73,0.01,0.49,-0.47,0.41,-0.47,0.19,-0.2,-0.13
ADBE,2019-02-06,0.00153331779158572,-0.2496460823697102,-0.21,0.01,-0.01,0.07,-0.02,0.07,-0.11,0.06,-0.3
ADBE,2019-02-07,0.028454267382399756,-0.2496460823697102,-0.93,0.01,-0.13,0.38,-0.13,0.38,0.55,0.32,0.69
